path,text
crops_icdar15\train\img_315_004.png,BEEN
crops_icdar15\train\img_343_009.png,Dollar
crops_icdar15\train\img_525_008.png,ENJOY
crops_icdar15\train\img_442_006.png,SEAFOOD
crops_icdar15\train\img_798_000.png,EVISU
crops_icdar15\train\img_911_005.png,SUSHI
crops_icdar15\train\img_235_007.png,CAUTION
crops_icdar15\train\img_356_004.png,FESTIVE
crops_icdar15\train\img_25_002.png,Ridge
crops_icdar15\train\img_235_033.png,RIDE
crops_icdar15\train\img_864_001.png,SKIn
crops_icdar15\train\img_79_003.png,000
crops_icdar15\train\img_993_001.png,SOMA
crops_icdar15\train\img_380_007.png,LATEST
crops_icdar15\train\img_232_005.png,TELECOM
crops_icdar15\train\img_867_007.png,SALE
crops_icdar15\train\img_468_002.png,YOU
crops_icdar15\train\img_929_005.png,FIRST
crops_icdar15\train\img_762_000.png,PLACE
crops_icdar15\train\img_785_001.png,MOLESKINE
crops_icdar15\train\img_293_005.png,Nikon
crops_icdar15\train\img_796_000.png,C  MPER
crops_icdar15\train\img_153_002.png,things
crops_icdar15\train\img_500_005.png,330
crops_icdar15\train\img_780_001.png,shu
crops_icdar15\train\img_946_014.png,Rates
crops_icdar15\train\img_196_007.png,BERDIRI
crops_icdar15\train\img_952_000.png,sensitiv
crops_icdar15\train\img_689_004.png,HOT
crops_icdar15\train\img_897_001.png,SALE
crops_icdar15\train\img_519_008.png,$150
crops_icdar15\train\img_449_002.png,PRICE
crops_icdar15\train\img_126_004.png,Night
crops_icdar15\train\img_91_000.png,SHOCK
crops_icdar15\train\img_360_006.png,FICTION
crops_icdar15\train\img_834_011.png,Sale
crops_icdar15\train\img_588_002.png,SALE
crops_icdar15\train\img_201_006.png,154
crops_icdar15\train\img_432_004.png,PROMOTIONS
crops_icdar15\train\img_106_000.png,BERTH
crops_icdar15\train\img_213_011.png,QUALITY
crops_icdar15\train\img_626_002.png,FRIENDS
crops_icdar15\train\img_50_000.png,CC23
crops_icdar15\train\img_125_002.png,Electric
crops_icdar15\train\img_882_012.png,below
crops_icdar15\train\img_149_001.png,Faber
crops_icdar15\train\img_152_006.png,SAH
crops_icdar15\train\img_600_009.png,steps
crops_icdar15\train\img_849_009.png,hour
crops_icdar15\train\img_288_016.png,etnies
crops_icdar15\train\img_176_001.png,Lift
crops_icdar15\train\img_232_003.png,Prepaid
crops_icdar15\train\img_719_002.png,OMEGA
crops_icdar15\train\img_267_000.png,BARIELLE
crops_icdar15\train\img_868_003.png,nanoflex
crops_icdar15\train\img_896_001.png,ANY
crops_icdar15\train\img_829_003.png,kate
crops_icdar15\train\img_327_021.png,India
crops_icdar15\train\img_564_003.png,Accessories
crops_icdar15\train\img_94_026.png,EPHANTE
crops_icdar15\train\img_466_004.png,COOL
crops_icdar15\train\img_562_003.png,Rice
crops_icdar15\train\img_71_000.png,COVENANT
crops_icdar15\train\img_574_009.png,RIDE@
crops_icdar15\train\img_627_001.png,re           lles
crops_icdar15\train\img_433_000.png,Care
crops_icdar15\train\img_39_014.png,times
crops_icdar15\train\img_991_004.png,buffet
crops_icdar15\train\img_696_002.png,CASINO
crops_icdar15\train\img_378_005.png,TEI
crops_icdar15\train\img_806_001.png,miu
crops_icdar15\train\img_326_005.png,70%
crops_icdar15\train\img_943_001.png,SALE
crops_icdar15\train\img_754_003.png,tcc
crops_icdar15\train\img_861_002.png,THEFACESHO
crops_icdar15\train\img_112_011.png,LTE
crops_icdar15\train\img_884_003.png,LIMIT
crops_icdar15\train\img_136_011.png,Special
crops_icdar15\train\img_958_004.png,CHEESE
crops_icdar15\train\img_721_000.png,MADDEN
crops_icdar15\train\img_8_002.png,FOR
crops_icdar15\train\img_893_013.png,ROBINSONS
crops_icdar15\train\img_115_002.png,$128
crops_icdar15\train\img_500_013.png,122
crops_icdar15\train\img_533_000.png,Any
crops_icdar15\train\img_820_002.png,#02-07
crops_icdar15\train\img_848_007.png,cards
crops_icdar15\train\img_920_005.png,Attention!
crops_icdar15\train\img_788_006.png,HAT
crops_icdar15\train\img_364_004.png,Jack's
crops_icdar15\train\img_950_000.png,CANS
crops_icdar15\train\img_984_014.png,Runway
crops_icdar15\train\img_299_005.png,Home
crops_icdar15\train\img_160_005.png,Unrail
crops_icdar15\train\img_39_005.png,you
crops_icdar15\train\img_37_000.png,Shop
crops_icdar15\train\img_795_010.png,SINGA
crops_icdar15\train\img_521_001.png,aurora
crops_icdar15\train\img_43_005.png,Reserved
crops_icdar15\train\img_29_000.png,Straits
crops_icdar15\train\img_773_006.png,SALE
crops_icdar15\train\img_342_007.png,GOURMET
crops_icdar15\train\img_494_004.png,BEAUTY
crops_icdar15\train\img_268_001.png,Cleaner
crops_icdar15\train\img_147_001.png,expectations
crops_icdar15\train\img_327_020.png,Malaysia
crops_icdar15\train\img_257_020.png,THE
crops_icdar15\train\img_768_001.png,LEVI'S
crops_icdar15\train\img_885_002.png,SAL
crops_icdar15\train\img_463_005.png,accessories
crops_icdar15\train\img_201_020.png,"lives."""
crops_icdar15\train\img_901_017.png,MANY
crops_icdar15\train\img_761_002.png,LDO
crops_icdar15\train\img_657_009.png,TH S
crops_icdar15\train\img_165_002.png,Tower
crops_icdar15\train\img_865_003.png,H2O
crops_icdar15\train\img_90_003.png,$20
crops_icdar15\train\img_956_007.png,New
crops_icdar15\train\img_242_008.png,SUCCESS
crops_icdar15\train\img_180_000.png,JOINT
crops_icdar15\train\img_417_007.png,Bath
crops_icdar15\train\img_983_014.png,L10.
crops_icdar15\train\img_193_005.png,"RESIDENTS,"
crops_icdar15\train\img_193_015.png,RIGHT
crops_icdar15\train\img_57_010.png,Ris
crops_icdar15\train\img_403_003.png,LENSMEN
crops_icdar15\train\img_554_004.png,2.50
crops_icdar15\train\img_136_000.png,Christmas
crops_icdar15\train\img_573_001.png,CAUTION
crops_icdar15\train\img_372_005.png,SALE
crops_icdar15\train\img_298_003.png,PrimeFresh
crops_icdar15\train\img_131_008.png,Umisushi
crops_icdar15\train\img_936_005.png,$10
crops_icdar15\train\img_99_000.png,Platform
crops_icdar15\train\img_736_011.png,ant
crops_icdar15\train\img_193_006.png,"""SCAN"""
crops_icdar15\train\img_359_000.png,GENEREAL
crops_icdar15\train\img_957_001.png,100
crops_icdar15\train\img_420_000.png,Men's
crops_icdar15\train\img_264_025.png,Cards
crops_icdar15\train\img_407_021.png,YORK
crops_icdar15\train\img_828_000.png,FURLA
crops_icdar15\train\img_19_004.png,nela
crops_icdar15\train\img_909_002.png,ALDO
crops_icdar15\train\img_61_007.png,LESS?
crops_icdar15\train\img_587_000.png,Chiropractic:
crops_icdar15\train\img_637_015.png,WAY
crops_icdar15\train\img_983_039.png,Med
crops_icdar15\train\img_21_003.png,WORLD
crops_icdar15\train\img_98_007.png,BELOW
crops_icdar15\train\img_898_011.png,ROUND
crops_icdar15\train\img_1_000.png,Genaxis Theatre
crops_icdar15\train\img_427_007.png,Delifrance
crops_icdar15\train\img_984_028.png,The
crops_icdar15\train\img_671_003.png,YORK
crops_icdar15\train\img_445_006.png,Too
crops_icdar15\train\img_542_002.png,ACCENT
crops_icdar15\train\img_140_015.png,Changi
crops_icdar15\train\img_564_009.png,$36
crops_icdar15\train\img_533_002.png,Any
crops_icdar15\train\img_399_004.png,SECR
crops_icdar15\train\img_695_017.png,VUITTON
crops_icdar15\train\img_702_004.png,cavalli
crops_icdar15\train\img_908_001.png,LONDON
crops_icdar15\train\img_502_007.png,Stretch
crops_icdar15\train\img_983_028.png,Level
crops_icdar15\train\img_746_000.png,GEOX
crops_icdar15\train\img_578_000.png,JAPANESE
crops_icdar15\train\img_834_003.png,LONDON
crops_icdar15\train\img_511_004.png,2298
crops_icdar15\train\img_717_000.png,MONDIAL
crops_icdar15\train\img_671_006.png,OFF
crops_icdar15\train\img_146_008.png,Juices
crops_icdar15\train\img_264_029.png,Total
crops_icdar15\train\img_933_002.png,SHOP
crops_icdar15\train\img_838_000.png,Ion
crops_icdar15\train\img_844_007.png,Ion
crops_icdar15\train\img_578_001.png,GOUR
crops_icdar15\train\img_948_003.png,Start
crops_icdar15\train\img_741_001.png,TOPS
crops_icdar15\train\img_492_000.png,REDMAN
crops_icdar15\train\img_953_004.png,01-62
crops_icdar15\train\img_56_002.png,Line
crops_icdar15\train\img_48_007.png,whole-grain
crops_icdar15\train\img_685_000.png,Bleem
crops_icdar15\train\img_122_006.png,Clementi
crops_icdar15\train\img_54_008.png,Marina
crops_icdar15\train\img_268_011.png,JEAN
crops_icdar15\train\img_46_002.png,TECHNOLOGICAL
crops_icdar15\train\img_46_001.png,UNIVERSITY
crops_icdar15\train\img_565_002.png,ROUTE:
crops_icdar15\train\img_268_007.png,JEA
crops_icdar15\train\img_476_006.png,Avenue
crops_icdar15\train\img_461_018.png,Nelson
crops_icdar15\train\img_800_017.png,HYDROGEN
crops_icdar15\train\img_417_002.png,Bath
crops_icdar15\train\img_971_005.png,LAUNDRY
crops_icdar15\train\img_841_001.png,FASS
crops_icdar15\train\img_932_006.png,REMITTANCE
crops_icdar15\train\img_450_002.png,SAFRA
crops_icdar15\train\img_895_003.png,EXIT
crops_icdar15\train\img_921_008.png,No:
crops_icdar15\train\img_367_003.png,ORLD
crops_icdar15\train\img_354_002.png,EVERYTHING
crops_icdar15\train\img_928_005.png,Assorted
crops_icdar15\train\img_226_001.png,GADGET
crops_icdar15\train\img_932_008.png,CLERK
crops_icdar15\train\img_212_000.png,East
crops_icdar15\train\img_785_000.png,MOLESKINE
crops_icdar15\train\img_481_003.png,Cosmeccutical
crops_icdar15\train\img_262_002.png,CHINATOWN
crops_icdar15\train\img_983_035.png,use
crops_icdar15\train\img_528_001.png,NEW
crops_icdar15\train\img_893_015.png,VISA
crops_icdar15\train\img_140_014.png,Ris
crops_icdar15\train\img_93_007.png,ichiban
crops_icdar15\train\img_260_010.png,double
crops_icdar15\train\img_483_006.png,Life
crops_icdar15\train\img_307_003.png,NET
crops_icdar15\train\img_145_005.png,Recycle!
crops_icdar15\train\img_216_001.png,AGE
crops_icdar15\train\img_517_004.png,$428
crops_icdar15\train\img_78_027.png,Bill
crops_icdar15\train\img_78_000.png,banking
crops_icdar15\train\img_983_011.png,serve
crops_icdar15\train\img_709_001.png,TOKYO
crops_icdar15\train\img_661_002.png,GKO
crops_icdar15\train\img_213_000.png,SHOOTING
crops_icdar15\train\img_192_001.png,HEIGHT
crops_icdar15\train\img_98_028.png,choque
crops_icdar15\train\img_401_012.png,Court
crops_icdar15\train\img_931_006.png,RESTAURANT
crops_icdar15\train\img_142_014.png,VISA
crops_icdar15\train\img_930_001.png,KABAYAN
crops_icdar15\train\img_998_000.png,Reebok
crops_icdar15\train\img_260_020.png,ARS
crops_icdar15\train\img_201_019.png,rebuild
crops_icdar15\train\img_272_002.png,Office
crops_icdar15\train\img_715_004.png,HUBLOT
crops_icdar15\train\img_30_006.png,Easy
crops_icdar15\train\img_136_002.png,Greetings
crops_icdar15\train\img_896_000.png,THAN
crops_icdar15\train\img_18_000.png,Service
crops_icdar15\train\img_674_000.png,SAKAE
crops_icdar15\train\img_78_056.png,services
crops_icdar15\train\img_142_010.png,NISP
crops_icdar15\train\img_841_000.png,vom
crops_icdar15\train\img_159_026.png,LOOKING
crops_icdar15\train\img_245_001.png,Photo
crops_icdar15\train\img_756_003.png,LOBBY
crops_icdar15\train\img_745_001.png,(I)
crops_icdar15\train\img_59_011.png,CAREER
crops_icdar15\train\img_371_001.png,KIDS
crops_icdar15\train\img_834_004.png,Alice
crops_icdar15\train\img_781_008.png,UNI
crops_icdar15\train\img_193_009.png,ACCESS
crops_icdar15\train\img_32_005.png,ION
crops_icdar15\train\img_459_004.png,out
crops_icdar15\train\img_986_004.png,QUALITY
crops_icdar15\train\img_822_001.png,WINSTON
crops_icdar15\train\img_763_000.png,Calvin
crops_icdar15\train\img_78_028.png,payment
crops_icdar15\train\img_289_009.png,TYR
crops_icdar15\train\img_848_032.png,Marina
crops_icdar15\train\img_494_001.png,SPRING
crops_icdar15\train\img_333_007.png,Beauty
crops_icdar15\train\img_681_000.png,motherswork
crops_icdar15\train\img_183_000.png,HUMP
crops_icdar15\train\img_100_000.png,Way
crops_icdar15\train\img_882_005.png,crunchy
crops_icdar15\train\img_588_007.png,SALE
crops_icdar15\train\img_614_006.png,OTO
crops_icdar15\train\img_995_000.png,STARA
crops_icdar15\train\img_893_001.png,RETAIL
crops_icdar15\train\img_365_000.png,patch
crops_icdar15\train\img_88_002.png,WILL
crops_icdar15\train\img_159_010.png,66591161
crops_icdar15\train\img_801_004.png,SAL
crops_icdar15\train\img_896_002.png,REBATE
crops_icdar15\train\img_22_003.png,Share
crops_icdar15\train\img_237_012.png,Price
crops_icdar15\train\img_446_000.png,URG AL
crops_icdar15\train\img_269_006.png,RADIANT
crops_icdar15\train\img_76_009.png,Points
crops_icdar15\train\img_984_019.png,Runway
crops_icdar15\train\img_795_009.png,OFF
crops_icdar15\train\img_112_007.png,with
crops_icdar15\train\img_872_005.png,SALE
crops_icdar15\train\img_884_000.png,period
crops_icdar15\train\img_856_001.png,TEES
crops_icdar15\train\img_525_005.png,UNLIMITED
crops_icdar15\train\img_22_005.png,wiht
crops_icdar15\train\img_561_002.png,ASUS
crops_icdar15\train\img_98_027.png,personal
crops_icdar15\train\img_239_011.png,mmonwealth
crops_icdar15\train\img_78_059.png,accept
crops_icdar15\train\img_205_003.png,zero
crops_icdar15\train\img_77_014.png,PLAIN
crops_icdar15\train\img_52_002.png,Lift
crops_icdar15\train\img_74_000.png,Top
crops_icdar15\train\img_973_000.png,orchardcentral
crops_icdar15\train\img_614_005.png,CHAN
crops_icdar15\train\img_257_002.png,RESIDENTS
crops_icdar15\train\img_289_000.png,SPALDING
crops_icdar15\train\img_159_017.png,END
crops_icdar15\train\img_95_000.png,Stationery
crops_icdar15\train\img_823_002.png,PRADA
crops_icdar15\train\img_146_004.png,the
crops_icdar15\train\img_706_001.png,CHA
crops_icdar15\train\img_108_003.png,EXIT
crops_icdar15\train\img_628_000.png,AEROPOSTALE
crops_icdar15\train\img_823_000.png,LOUIS
crops_icdar15\train\img_838_004.png,Salt
crops_icdar15\train\img_201_017.png,also
crops_icdar15\train\img_195_001.png,Uno
crops_icdar15\train\img_605_019.png,3.15
crops_icdar15\train\img_152_007.png,More
crops_icdar15\train\img_565_006.png,mins
crops_icdar15\train\img_613_002.png,Massage
crops_icdar15\train\img_59_012.png,TALK
crops_icdar15\train\img_876_001.png,SPA
crops_icdar15\train\img_965_000.png,SUSHI
crops_icdar15\train\img_723_002.png,BANANA
crops_icdar15\train\img_832_006.png,MARC
crops_icdar15\train\img_455_001.png,GERMANY
crops_icdar15\train\img_441_000.png,DAIRY
crops_icdar15\train\img_298_000.png,Top
crops_icdar15\train\img_603_010.png,Compare!
crops_icdar15\train\img_381_004.png,MERRELL
crops_icdar15\train\img_507_005.png,BEST
crops_icdar15\train\img_43_018.png,RMIT
crops_icdar15\train\img_243_000.png,HERE
crops_icdar15\train\img_394_001.png,MANGO
crops_icdar15\train\img_733_000.png,FLIGHT
crops_icdar15\train\img_491_004.png,HONG
crops_icdar15\train\img_378_007.png,SALE
crops_icdar15\train\img_264_046.png,low
crops_icdar15\train\img_189_006.png,MANIA
crops_icdar15\train\img_126_002.png,Bird
crops_icdar15\train\img_401_003.png,TOPSHOP
crops_icdar15\train\img_165_001.png,North
crops_icdar15\train\img_655_007.png,SHOPS
crops_icdar15\train\img_937_001.png,Phoenix
crops_icdar15\train\img_914_011.png,TEA
crops_icdar15\train\img_349_004.png,SALES
crops_icdar15\train\img_196_000.png,DOORS
crops_icdar15\train\img_425_001.png,DHC
crops_icdar15\train\img_670_002.png,Esplanade
crops_icdar15\train\img_147_007.png,Reserved
crops_icdar15\train\img_800_003.png,TENRY
crops_icdar15\train\img_454_003.png,JUNIOR
crops_icdar15\train\img_773_002.png,SALE
crops_icdar15\train\img_522_003.png,you
crops_icdar15\train\img_511_011.png,ASUS
crops_icdar15\train\img_602_000.png,Dare
crops_icdar15\train\img_766_000.png,THIS
crops_icdar15\train\img_766_004.png,504
crops_icdar15\train\img_429_007.png,m&ms
crops_icdar15\train\img_490_002.png,SOON
crops_icdar15\train\img_544_002.png,S ON
crops_icdar15\train\img_159_022.png,BEST
crops_icdar15\train\img_89_002.png,TITLES
crops_icdar15\train\img_158_019.png,"LIFE,"
crops_icdar15\train\img_694_000.png,PANDORA
crops_icdar15\train\img_953_006.png,THE
crops_icdar15\train\img_59_004.png,SMALLER
crops_icdar15\train\img_966_002.png,Spices
crops_icdar15\train\img_845_005.png,OFF
crops_icdar15\train\img_292_001.png,GAIN
crops_icdar15\train\img_782_009.png,IT'S
crops_icdar15\train\img_802_004.png,L1/L2/L3/L4
crops_icdar15\train\img_76_003.png,More!
crops_icdar15\train\img_865_004.png,h2o
crops_icdar15\train\img_120_019.png,Town
crops_icdar15\train\img_94_016.png,KEN
crops_icdar15\train\img_18_008.png,285
crops_icdar15\train\img_420_005.png,Care
crops_icdar15\train\img_130_001.png,IPL
crops_icdar15\train\img_781_007.png,EXIT
crops_icdar15\train\img_980_001.png,Beauty's
crops_icdar15\train\img_303_001.png,York'
crops_icdar15\train\img_319_004.png,TEMS
crops_icdar15\train\img_494_002.png,ORIGIN
crops_icdar15\train\img_358_008.png,Penang
crops_icdar15\train\img_853_000.png,Talk
crops_icdar15\train\img_891_012.png,ioma
crops_icdar15\train\img_920_010.png,SALARY
crops_icdar15\train\img_94_046.png,000
crops_icdar15\train\img_13_001.png,IPAL
crops_icdar15\train\img_387_001.png,12.50
crops_icdar15\train\img_830_010.png,Barret
crops_icdar15\train\img_256_000.png,Club
crops_icdar15\train\img_707_000.png,JIXIANG
crops_icdar15\train\img_929_015.png,Chocolate
crops_icdar15\train\img_841_002.png,EXIT
crops_icdar15\train\img_320_013.png,OFF
crops_icdar15\train\img_242_009.png,ITE
crops_icdar15\train\img_58_001.png,THROUGH
crops_icdar15\train\img_197_000.png,501
crops_icdar15\train\img_867_001.png,SALE
crops_icdar15\train\img_405_002.png,SALE
crops_icdar15\train\img_668_003.png,70%
crops_icdar15\train\img_426_002.png,tast
crops_icdar15\train\img_259_002.png,Ave
crops_icdar15\train\img_207_000.png,EXIT
crops_icdar15\train\img_586_001.png,free
crops_icdar15\train\img_640_000.png,Food
crops_icdar15\train\img_123_004.png,#10-10
crops_icdar15\train\img_949_000.png,HanGTen
crops_icdar15\train\img_57_006.png,Joo
crops_icdar15\train\img_918_005.png,here!
crops_icdar15\train\img_637_001.png,OUT
crops_icdar15\train\img_202_004.png,GIFTS
crops_icdar15\train\img_778_000.png,Dior
crops_icdar15\train\img_360_005.png,INTERMEDIATE
crops_icdar15\train\img_260_012.png,choice
crops_icdar15\train\img_802_007.png,MORE
crops_icdar15\train\img_193_003.png,EXIT
crops_icdar15\train\img_847_000.png,ION
crops_icdar15\train\img_930_008.png,LTD
crops_icdar15\train\img_818_005.png,miu
crops_icdar15\train\img_389_005.png,ROE
crops_icdar15\train\img_391_006.png,Spencer
crops_icdar15\train\img_461_002.png,Grisham
crops_icdar15\train\img_592_001.png,TAG
crops_icdar15\train\img_471_001.png,JAVENUE
crops_icdar15\train\img_776_004.png,GEIGERS
crops_icdar15\train\img_986_003.png,EXCEPTIONAL
crops_icdar15\train\img_201_018.png,help
crops_icdar15\train\img_338_003.png,giordano/ladies
crops_icdar15\train\img_632_002.png,the
crops_icdar15\train\img_21_004.png,YOU
crops_icdar15\train\img_262_003.png,FISH
crops_icdar15\train\img_67_000.png,FRESEVER
crops_icdar15\train\img_800_011.png,KURO
crops_icdar15\train\img_234_001.png,Use
crops_icdar15\train\img_209_005.png,FIT
crops_icdar15\train\img_429_004.png,THEM
crops_icdar15\train\img_959_007.png,WINES
crops_icdar15\train\img_84_001.png,EXIT
crops_icdar15\train\img_725_000.png,swatc
crops_icdar15\train\img_948_006.png,at:
crops_icdar15\train\img_91_002.png,Filer
crops_icdar15\train\img_29_001.png,Optical
crops_icdar15\train\img_56_004.png,out
crops_icdar15\train\img_108_023.png,GATE
crops_icdar15\train\img_700_000.png,GUCCI
crops_icdar15\train\img_533_004.png,Any
crops_icdar15\train\img_260_008.png,success
crops_icdar15\train\img_838_005.png,Grill
crops_icdar15\train\img_193_001.png,THE
crops_icdar15\train\img_70_001.png,always
crops_icdar15\train\img_236_002.png,Salary
crops_icdar15\train\img_862_006.png,COLLECT
crops_icdar15\train\img_690_001.png,ENHANCED
crops_icdar15\train\img_461_008.png,CHARLIE
crops_icdar15\train\img_507_008.png,union
crops_icdar15\train\img_964_000.png,SEAFOOD
crops_icdar15\train\img_405_005.png,Christmas
crops_icdar15\train\img_887_010.png,SALE
crops_icdar15\train\img_940_005.png,CHICKEN
crops_icdar15\train\img_813_003.png,BARTOUX
crops_icdar15\train\img_925_012.png,Massive
crops_icdar15\train\img_437_000.png,CORDIAL
crops_icdar15\train\img_992_006.png,MMA
crops_icdar15\train\img_242_005.png,WE'RE
crops_icdar15\train\img_520_000.png,mimosa
crops_icdar15\train\img_453_001.png,FRE
crops_icdar15\train\img_953_001.png,SHOP
crops_icdar15\train\img_925_009.png,EXPLOSIVE
crops_icdar15\train\img_634_000.png,ThaiExpress
crops_icdar15\train\img_802_002.png,SHOPS
crops_icdar15\train\img_39_020.png,yea
crops_icdar15\train\img_84_002.png,TOILET
crops_icdar15\train\img_742_009.png,shu
crops_icdar15\train\img_284_010.png,LEADING
crops_icdar15\train\img_976_000.png,BAKING
crops_icdar15\train\img_327_003.png,Canada
crops_icdar15\train\img_574_008.png,TRAIN
crops_icdar15\train\img_77_015.png,Panadol
crops_icdar15\train\img_960_007.png,WINES
crops_icdar15\train\img_957_000.png,BAKERY
crops_icdar15\train\img_871_001.png,collectpoint
crops_icdar15\train\img_601_004.png,delight
crops_icdar15\train\img_334_003.png,Are
crops_icdar15\train\img_43_007.png,simge.edu.sg
crops_icdar15\train\img_888_006.png,ROUND
crops_icdar15\train\img_645_000.png,Trying
crops_icdar15\train\img_658_000.png,JOHN
crops_icdar15\train\img_407_006.png,THE
crops_icdar15\train\img_962_001.png,MADE
crops_icdar15\train\img_846_009.png,TAXI
crops_icdar15\train\img_517_002.png,BEST
crops_icdar15\train\img_497_004.png,www
crops_icdar15\train\img_799_002.png,BUTTER
crops_icdar15\train\img_510_004.png,SAMSUNG
crops_icdar15\train\img_348_010.png,OUT
crops_icdar15\train\img_896_009.png,CARD
crops_icdar15\train\img_750_003.png,off
crops_icdar15\train\img_693_001.png,CARD
crops_icdar15\train\img_497_000.png,NLB
crops_icdar15\train\img_418_011.png,Mum
crops_icdar15\train\img_251_000.png,DIRECTORY
crops_icdar15\train\img_260_013.png,UNIVERSITY
crops_icdar15\train\img_907_002.png,MAKE
crops_icdar15\train\img_268_031.png,Experience
crops_icdar15\train\img_339_002.png,OFF
crops_icdar15\train\img_871_000.png,BLACKCLOSE
crops_icdar15\train\img_290_004.png,SPORTS
crops_icdar15\train\img_297_026.png,ECO
crops_icdar15\train\img_776_002.png,LONDON
crops_icdar15\train\img_513_001.png,SHARP
crops_icdar15\train\img_131_009.png,bento
crops_icdar15\train\img_818_001.png,GIORGIO
crops_icdar15\train\img_797_007.png,G-STAR
crops_icdar15\train\img_11_005.png,Nursing
crops_icdar15\train\img_315_002.png,HAS
crops_icdar15\train\img_742_010.png,shu
crops_icdar15\train\img_936_001.png,SERVICES
crops_icdar15\train\img_511_003.png,1398
crops_icdar15\train\img_985_002.png,AMKISOKI
crops_icdar15\train\img_447_000.png,RECYCLING
crops_icdar15\train\img_236_014.png,First
crops_icdar15\train\img_604_000.png,Flowers
crops_icdar15\train\img_454_005.png,ROBOTIC
crops_icdar15\train\img_284_031.png,2015
crops_icdar15\train\img_595_005.png,=B2-25
crops_icdar15\train\img_553_002.png,MID
crops_icdar15\train\img_499_000.png,Faces
crops_icdar15\train\img_425_000.png,REVLO
crops_icdar15\train\img_381_007.png,Cushioning
crops_icdar15\train\img_59_002.png,UNIVERSITY
crops_icdar15\train\img_32_021.png,VICTORIA
crops_icdar15\train\img_592_005.png,ARMANI
crops_icdar15\train\img_197_001.png,LEI
crops_icdar15\train\img_567_000.png,NEW
crops_icdar15\train\img_475_007.png,OPEN
crops_icdar15\train\img_540_002.png,SILVERS
crops_icdar15\train\img_264_008.png,Prizes
crops_icdar15\train\img_285_001.png,scc
crops_icdar15\train\img_127_002.png,toastwich
crops_icdar15\train\img_852_000.png,BreadTalk
crops_icdar15\train\img_264_010.png,win:
crops_icdar15\train\img_672_004.png,COURT
crops_icdar15\train\img_977_003.png,TREATS
crops_icdar15\train\img_888_018.png,Bank
crops_icdar15\train\img_984_006.png,Exchange
crops_icdar15\train\img_51_011.png,Bus
crops_icdar15\train\img_773_015.png,SALE
crops_icdar15\train\img_429_002.png,EVERYONE
crops_icdar15\train\img_935_002.png,HOUSE
crops_icdar15\train\img_844_005.png,FOR
crops_icdar15\train\img_137_001.png,FIT
crops_icdar15\train\img_622_000.png,ANK
crops_icdar15\train\img_191_002.png,WILDLIFE
crops_icdar15\train\img_450_001.png,#04-11
crops_icdar15\train\img_915_005.png,SingTel
crops_icdar15\train\img_355_013.png,END
crops_icdar15\train\img_895_004.png,SALE
crops_icdar15\train\img_801_006.png,RASPRODA
crops_icdar15\train\img_225_000.png,NEW
crops_icdar15\train\img_297_004.png,Clinic
crops_icdar15\train\img_714_004.png,VINCI:
crops_icdar15\train\img_58_000.png,LEADERSHIP
crops_icdar15\train\img_626_001.png,VRG
crops_icdar15\train\img_554_002.png,2.35
crops_icdar15\train\img_427_003.png,FESIAT
crops_icdar15\train\img_43_008.png,UNIVERSITY
crops_icdar15\train\img_198_001.png,NOMADS
crops_icdar15\train\img_575_003.png,BURGERS
crops_icdar15\train\img_355_007.png,SONY
crops_icdar15\train\img_84_006.png,note
crops_icdar15\train\img_59_022.png,ratio.
crops_icdar15\train\img_538_006.png,ARTBOX
crops_icdar15\train\img_274_016.png,Alpha
crops_icdar15\train\img_131_007.png,car
crops_icdar15\train\img_574_003.png,Find
crops_icdar15\train\img_194_000.png,Give
crops_icdar15\train\img_147_048.png,billion)
crops_icdar15\train\img_200_001.png,HITACHI
crops_icdar15\train\img_138_010.png,volume
crops_icdar15\train\img_82_003.png,KINGS
crops_icdar15\train\img_262_004.png,DELIGHT'S
crops_icdar15\train\img_918_004.png,Available
crops_icdar15\train\img_920_004.png,UcNo:12C6009
crops_icdar15\train\img_274_012.png,AS1060SB
crops_icdar15\train\img_118_000.png,EXIT
crops_icdar15\train\img_684_004.png,BAY
crops_icdar15\train\img_288_017.png,HI-TEC
crops_icdar15\train\img_829_001.png,PHILIP
crops_icdar15\train\img_425_003.png,yog
crops_icdar15\train\img_138_002.png,oftly
crops_icdar15\train\img_611_014.png,SHOP
crops_icdar15\train\img_510_010.png,2298
crops_icdar15\train\img_274_007.png,Ribbon
crops_icdar15\train\img_174_003.png,Buses
crops_icdar15\train\img_994_005.png,BRIDAL
crops_icdar15\train\img_601_008.png,"$$120,000"
crops_icdar15\train\img_633_000.png,outhaven
crops_icdar15\train\img_655_000.png,MORE
crops_icdar15\train\img_376_002.png,CORP
crops_icdar15\train\img_297_014.png,SAMSUNG
crops_icdar15\train\img_884_002.png,HEIGHT
crops_icdar15\train\img_527_004.png,Year
crops_icdar15\train\img_486_002.png,The
crops_icdar15\train\img_57_002.png,Line
crops_icdar15\train\img_730_000.png,System
crops_icdar15\train\img_52_000.png,HarbouFront
crops_icdar15\train\img_923_009.png,$30
crops_icdar15\train\img_156_007.png,NANYANG
crops_icdar15\train\img_120_013.png,College
crops_icdar15\train\img_297_028.png,Vouchers
crops_icdar15\train\img_78_062.png,CPF
crops_icdar15\train\img_30_005.png,Made
crops_icdar15\train\img_743_002.png,EXIT
